image,transcription,transliteration,length,font_used
s_img_00837.png,ꦲꦥꦝ,hapadha,3,Nayaka New
s_img_00582.png,ꦗꦔꦗꦛꦫꦝ,jangajatharadha,6,Noto Sans Javanese Regular
s_img_01079.png,ꦏꦏꦮꦝ,kakawadha,4,CARAKAN JAWA
s_img_00795.png,ꦒꦔꦒꦥꦪ,gangagapaya,5,AR Demak Beta
s_img_00671.png,ꦏꦱꦭꦮꦥ,kasalawapa,5,Nyk Ngayogyan New Italic
s_img_00767.png,ꦭꦮꦪꦗꦝꦚ,lawayajadhanya,6,New Kramawirya
s_img_00206.png,ꦧꦧꦗꦚ,babajanya,4,Tuladha Jejeg
s_img_00517.png,ꦩꦲꦲꦧꦧ,mahahababa,5,AB Bakul
s_img_00786.png,ꦢꦥꦤꦲ,dapanaha,4,Gumregah New FULL
s_img_00311.png,ꦚꦭꦮꦛꦤ,nyalawathana,5,Noto Sans Javanese Regular
s_img_00770.png,ꦔꦔꦭꦭꦫꦩ,ngangalalarama,6,CARAKAN JAWA
s_img_01134.png,ꦔꦗ,ngaja,2,Jamawi
s_img_00111.png,ꦏꦲꦫ,kahara,3,Noto Sans Javanese Regular
s_img_00755.png,ꦝꦤꦒꦢꦕꦭ,dhanagadacala,6,CARAKAN JAWA
s_img_00322.png,ꦔꦏꦥꦕ,ngakapaca,4,New Kramawirya
s_img_00509.png,ꦛꦪꦭꦏꦠꦥ,thayalakatapa,6,Nawatura Beta
s_img_00876.png,ꦗꦮ,jawa,2,CARAKAN JAWA
s_img_00473.png,ꦒꦪꦚ,gayanya,3,Nayaka New
s_img_01096.png,ꦥꦝꦔ,padhanga,3,Sehulbari
s_img_00552.png,ꦚꦫꦏ,nyaraka,3,Noto Sans Javanese Regular
s_img_01004.png,ꦢꦥꦪ,dapaya,3,Sehulbari
s_img_00756.png,ꦗꦏꦒꦛꦲꦢ,jakagathahada,6,Nyk Ngayogyan Jejeg
s_img_00792.png,ꦝꦭꦏ,dhalaka,3,Damarwulan
s_img_00895.png,ꦢꦱꦔ,dasanga,3,AB Wulang
s_img_00396.png,ꦛꦛꦏ,thathaka,3,Djoharuddin
s_img_00368.png,ꦕꦥ,capa,2,Dhuwung
s_img_00105.png,ꦠꦒꦩꦢꦕ,tagamadaca,5,AB Bakul
s_img_01012.png,ꦲꦗ,haja,2,AB Wulang
s_img_00497.png,ꦧꦒꦏꦗꦱ,bagakajasa,5,Sehulbari
s_img_00788.png,ꦕꦏꦔꦪꦪ,cakangayaya,5,Nayaka New
s_img_00998.png,ꦫꦢꦤꦠꦮ,radanatawa,5,Nyk Ngayogyan New Italic
s_img_01058.png,ꦲꦔꦝ,hangadha,3,Nyk Ngayogyan Jejeg
s_img_00984.png,ꦱꦛꦏꦤꦒ,sathakanaga,5,Jamawi
s_img_00826.png,ꦱꦩꦝꦗꦏ,samadhajaka,5,Djoharuddin
s_img_00088.png,ꦱꦠꦚꦝꦭ,satanyadhala,5,Dhuwung
s_img_00668.png,ꦩꦤꦏꦮꦕ,manakawaca,5,Nawatura Beta
s_img_00595.png,ꦧꦭꦢ,balada,3,Sehulbari
s_img_00742.png,ꦠꦏꦔꦮꦥ,takangawapa,5,Nayaka New
s_img_00638.png,ꦛꦕ,thaca,2,Tuladha Jejeg
s_img_00457.png,ꦩꦥꦱ,mapasa,3,Nawatura Beta
s_img_00726.png,ꦪꦧꦧ,yababa,3,New Kramawirya
s_img_00036.png,ꦧꦏ,baka,2,AB Bakul
s_img_00129.png,ꦏꦚꦢꦤꦮ,kanyadanawa,5,AR Demak Beta
s_img_00958.png,ꦗꦔꦒꦭꦔ,jangagalanga,5,Damarwulan
s_img_00049.png,ꦤꦗ,naja,2,AB Bakul
s_img_00715.png,ꦱꦛꦫꦩꦏꦥ,satharamakapa,6,CARAKAN JAWA
s_img_00405.png,ꦒꦧꦫꦥ,gabarapa,4,AB Wulang
s_img_00928.png,ꦫꦩꦩꦩ,ramamama,4,Damarwulan
s_img_00164.png,ꦤꦤꦧꦭ,nanabala,4,New Kramawirya
s_img_00853.png,ꦛꦪꦧꦭꦪꦲ,thayabalayaha,6,Dhuwung
s_img_00163.png,ꦝꦢꦭ,dhadala,3,Gumregah New FULL
s_img_00999.png,ꦫꦚꦥꦮꦝ,ranyapawadha,5,AR Demak Beta
s_img_00248.png,ꦤꦝꦠꦚ,nadhatanya,4,Damarwulan
s_img_01150.png,ꦲꦚꦩꦩ,hanyamama,4,Djoharuddin
s_img_00542.png,ꦕꦢꦪ,cadaya,3,New Kramawirya
s_img_00070.png,ꦫꦕꦧꦠꦒꦮ,racabatagawa,6,Nayaka New
s_img_00712.png,ꦱꦛꦢꦗ,sathadaja,4,AR Demak Beta
s_img_00351.png,ꦛꦪꦢ,thayada,3,Nyk Ngayogyan Jejeg
s_img_00179.png,ꦫꦧꦱꦏꦮ,rabasakawa,5,AR Demak Beta
s_img_00104.png,ꦛꦔꦥꦚꦚ,thangapanyanya,5,Gumregah New FULL
s_img_00617.png,ꦢꦮꦕꦝ,dawacadha,4,Djoharuddin
s_img_00921.png,ꦧꦛꦢꦗꦗꦝ,bathadajajadha,6,New Kramawirya
s_img_01148.png,ꦤꦪꦭ,nayala,3,Nawatura Beta
s_img_00901.png,ꦛꦛꦝ,thathadha,3,Nyk Ngayogyan Jejeg
s_img_01107.png,ꦝꦫꦲꦭ,dharahala,4,Sehulbari
s_img_00719.png,ꦚꦪꦢꦪꦩ,nyayadayama,5,Nyk Ngayogyan New Italic
s_img_00071.png,ꦝꦕꦱ,dhacasa,3,CARAKAN JAWA
s_img_00151.png,ꦠꦝꦮꦥꦮ,tadhawapawa,5,Noto Sans Javanese Regular
s_img_00073.png,ꦔꦒꦲꦧ,ngagahaba,4,Dhuwung
s_img_00526.png,ꦢꦕ,daca,2,Damarwulan
s_img_00602.png,ꦛꦝ,thadha,2,AR Demak Beta
s_img_00026.png,ꦗꦗ,jaja,2,Tuladha Jejeg
s_img_00862.png,ꦠꦠꦭꦚꦢꦕ,tatalanyadaca,6,Tuladha Jejeg
s_img_01125.png,ꦔꦛꦔꦱ,ngathangasa,4,Damarwulan
s_img_00868.png,ꦤꦔꦭꦩꦛꦧ,nangalamathaba,6,New Kramawirya
s_img_00492.png,ꦝꦗ,dhaja,2,Gumregah New FULL
s_img_00900.png,ꦚꦥꦔꦭꦛ,nyapangalatha,5,Tuladha Jejeg
s_img_00898.png,ꦩꦥꦝꦏꦱꦫ,mapadhakasara,6,Jamawi
s_img_00877.png,ꦭꦲꦒꦝꦒꦒ,lahagadhagaga,6,CARAKAN JAWA
s_img_00941.png,ꦔꦤꦧꦒꦫꦕ,nganabagaraca,6,CARAKAN JAWA
s_img_00785.png,ꦚꦏꦥꦢꦕꦩ,nyakapadacama,6,Nawatura Beta
