image,transcription,transliteration,length
h_img_00383.png,ꦩꦱꦗꦏ,masajaka,4
h_img_00336.png,ꦔꦥ,ngapa,2
h_img_00259.png,ꦮꦥꦲꦭ,wapahala,4
h_img_00211.png,ꦒꦗꦥꦛꦔ,gajapathanga,5
h_img_00080.png,ꦠꦭ,tala,2
h_img_00320.png,ꦗꦚ,janya,2
h_img_00049.png,ꦠꦢꦔꦤꦱꦱ,tadanganasasa,6
h_img_00157.png,ꦩꦒꦏꦧꦚ,magakabanya,5
h_img_00300.png,ꦛꦩꦥꦮ,thamapawa,4
h_img_00032.png,ꦩꦒꦠꦫ,magatara,4
h_img_00041.png,ꦱꦭꦲ,salaha,3
h_img_00002.png,ꦝꦩꦱ,dhamasa,3
h_img_00325.png,ꦏꦤꦧ,kanaba,3
h_img_00067.png,ꦩꦗꦠ,majata,3
h_img_00333.png,ꦢꦝꦩ,dadhama,3
h_img_00188.png,ꦲꦲꦤꦪ,hahanaya,4
h_img_00246.png,ꦕꦠꦮ,catawa,3
h_img_00318.png,ꦧꦫꦮꦢꦭ,barawadala,5
h_img_00033.png,ꦏꦏꦩꦝꦝ,kakamadhadha,5
h_img_00237.png,ꦗꦚꦩ,janyama,3
h_img_00007.png,ꦛꦩꦤꦝ,thamanadha,4
h_img_00354.png,ꦥꦛ,patha,2
h_img_00344.png,ꦕꦒ,caga,2
h_img_00187.png,ꦧꦒ,baga,2
h_img_00398.png,ꦒꦛ,gatha,2
h_img_00029.png,ꦩꦠꦱꦔ,matasanga,4
h_img_00361.png,ꦱꦠ,sata,2
h_img_00392.png,ꦔꦛꦮꦧ,ngathawaba,4
h_img_00397.png,ꦚꦲ,nyaha,2
h_img_00310.png,ꦛꦒꦪꦛꦤ,thagayathana,5
h_img_00287.png,ꦛꦝꦤꦗ,thadhanaja,4
h_img_00254.png,ꦏꦕꦔꦏꦝꦮ,kacangakadhawa,6
h_img_00355.png,ꦔꦠꦧ,ngataba,3
h_img_00185.png,ꦚꦗꦒꦔ,nyajaganga,4
h_img_00345.png,ꦱꦪꦝꦠꦭ,sayadhatala,5
h_img_00214.png,ꦗꦝꦠꦥꦲꦛ,jadhatapahatha,6
h_img_00115.png,ꦠꦗꦝꦠ,tajadhata,4
h_img_00100.png,ꦭꦫ,lara,2
h_img_00215.png,ꦭꦱꦤꦤꦪꦚ,lasananayanya,6
h_img_00323.png,ꦱꦏꦧ,sakaba,3
h_img_00373.png,ꦢꦠꦝꦗꦪꦠ,datadhajayata,6
h_img_00062.png,ꦮꦩꦒꦔꦲꦩ,wamagangahama,6
h_img_00047.png,ꦗꦤꦛꦩꦪ,janathamaya,5
h_img_00133.png,ꦪꦮ,yawa,2
h_img_00372.png,ꦝꦝꦛꦧꦕꦪ,dhadhathabacaya,6
h_img_00202.png,ꦱꦠꦚꦢ,satanyada,4
h_img_00285.png,ꦪꦛꦒꦚ,yathaganya,4
h_img_00278.png,ꦭꦗ,laja,2
h_img_00045.png,ꦔꦕꦏꦲꦱ,ngacakahasa,5
h_img_00232.png,ꦱꦛ,satha,2
