image,transcription,transliteration,length
h_img_00143.png,ꦠꦫꦠꦭꦠ,taratalata,5
h_img_00198.png,ꦩꦝꦪꦏꦠ,madhayakata,5
h_img_00289.png,ꦪꦠꦒ,yataga,3
h_img_00207.png,ꦗꦠꦕꦮꦩ,jatacawama,5
h_img_00244.png,ꦲꦏꦧꦏꦱ,hakabakasa,5
h_img_00109.png,ꦥꦧꦱ,pabasa,3
h_img_00219.png,ꦝꦚꦮꦠ,dhanyawata,4
h_img_00148.png,ꦗꦱ,jasa,2
h_img_00234.png,ꦗꦠꦪꦫꦕꦗ,jatayaracaja,6
h_img_00288.png,ꦢꦒꦤꦧꦭꦫ,daganabalara,6
h_img_00369.png,ꦮꦕꦔꦫꦱꦲ,wacangarasaha,6
h_img_00146.png,ꦭꦛꦲ,lathaha,3
h_img_00257.png,ꦢꦥ,dapa,2
h_img_00102.png,ꦔꦧꦧꦒꦲ,ngababagaha,5
h_img_00052.png,ꦫꦔ,ranga,2
h_img_00321.png,ꦧꦔ,banga,2
h_img_00302.png,ꦢꦔꦮ,dangawa,3
h_img_00303.png,ꦱꦛꦛꦕ,sathathaca,4
h_img_00208.png,ꦥꦪꦤ,payana,3
h_img_00018.png,ꦫꦔꦚꦪꦧ,ranganyayaba,5
h_img_00201.png,ꦪꦭꦲ,yalaha,3
h_img_00118.png,ꦢꦚꦮꦧꦭ,danyawabala,5
h_img_00314.png,ꦫꦧꦝꦩꦒ,rabadhamaga,5
h_img_00088.png,ꦛꦚꦢꦠꦠꦔ,thanyadatatanga,6
h_img_00381.png,ꦪꦫꦧꦫ,yarabara,4
h_img_00123.png,ꦱꦢꦚꦏꦛ,sadanyakatha,5
h_img_00327.png,ꦤꦫꦲꦠꦲꦪ,narahatahaya,6
h_img_00329.png,ꦥꦭꦔꦗ,palangaja,4
h_img_00003.png,ꦏꦲꦏꦒꦤꦢ,kahakaganada,6
h_img_00156.png,ꦲꦩ,hama,2
h_img_00181.png,ꦩꦗꦠꦮꦒꦒ,majatawagaga,6
h_img_00097.png,ꦥꦩꦗꦱ,pamajasa,4
h_img_00297.png,ꦱꦔ,sanga,2
h_img_00099.png,ꦝꦱꦗꦮꦝ,dhasajawadha,5
h_img_00239.png,ꦮꦭꦗꦗꦠ,walajajata,5
h_img_00290.png,ꦲꦤꦮꦕꦕ,hanawacaca,5
h_img_00190.png,ꦪꦪ,yaya,2
h_img_00189.png,ꦚꦥꦛ,nyapatha,3
h_img_00127.png,ꦢꦩꦒꦪ,damagaya,4
h_img_00307.png,ꦲꦠꦱꦕꦗ,hatasacaja,5
h_img_00001.png,ꦭꦒ,laga,2
h_img_00000.png,ꦫꦒꦩ,ragama,3
h_img_00159.png,ꦏꦢꦏ,kadaka,3
h_img_00086.png,ꦢꦥꦚ,dapanya,3
h_img_00085.png,ꦩꦧꦚꦲ,mabanyaha,4
h_img_00079.png,ꦠꦥꦕꦫ,tapacara,4
h_img_00084.png,ꦲꦩꦭꦲꦕ,hamalahaca,5
h_img_00295.png,ꦮꦠꦧꦛꦥ,watabathapa,5
h_img_00252.png,ꦭꦔꦤꦧꦥ,langanabapa,5
h_img_00054.png,ꦔꦠꦫꦫꦩꦩ,ngatararamama,6
