image,transcription,transliteration,length
h_img_00279.png,ꦠꦏꦢ,takada,3
h_img_00374.png,ꦫꦕꦠ,racata,3
h_img_00304.png,ꦮꦥꦝꦚ,wapadhanya,4
h_img_00205.png,ꦠꦔꦔꦮ,tangangawa,4
h_img_00182.png,ꦚꦩꦠꦝ,nyamatadha,4
h_img_00326.png,ꦒꦫ,gara,2
h_img_00221.png,ꦤꦲꦒ,nahaga,3
h_img_00116.png,ꦲꦭꦱ,halasa,3
h_img_00299.png,ꦢꦱꦤꦭ,dasanala,4
h_img_00126.png,ꦛꦒꦪꦝ,thagayadha,4
h_img_00112.png,ꦧꦕꦪ,bacaya,3
h_img_00256.png,ꦒꦒꦒꦠꦠ,gagagatata,5
h_img_00111.png,ꦥꦩꦠꦒ,pamataga,4
h_img_00277.png,ꦒꦢ,gada,2
h_img_00174.png,ꦫꦏꦫꦩꦔ,rakaramanga,5
h_img_00053.png,ꦲꦏꦏꦔ,hakakanga,4
h_img_00217.png,ꦮꦮꦭ,wawala,3
h_img_00030.png,ꦕꦝꦝꦚꦲꦢ,cadhadhanyahada,6
h_img_00056.png,ꦔꦏꦝꦮꦧꦱ,ngakadhawabasa,6
h_img_00269.png,ꦩꦥꦤꦧꦛ,mapanabatha,5
h_img_00362.png,ꦫꦢ,rada,2
h_img_00370.png,ꦤꦗꦫꦱꦏꦤ,najarasakana,6
h_img_00376.png,ꦏꦤꦔꦱꦫ,kanangasara,5
h_img_00243.png,ꦲꦮꦛ,hawatha,3
h_img_00305.png,ꦱꦠꦕ,sataca,3
h_img_00106.png,ꦥꦔꦕ,pangaca,3
h_img_00371.png,ꦒꦭꦫꦚꦏ,galaranyaka,5
h_img_00125.png,ꦒꦭꦮ,galawa,3
h_img_00019.png,ꦪꦮꦚ,yawanya,3
h_img_00162.png,ꦠꦮꦚ,tawanya,3
h_img_00154.png,ꦚꦫꦱꦤꦏ,nyarasanaka,5
h_img_00013.png,ꦛꦔꦭꦒꦩꦫ,thangalagamara,6
h_img_00311.png,ꦮꦚꦠꦔ,wanyatanga,4
h_img_00286.png,ꦒꦔꦪꦥꦒꦒ,gangayapagaga,6
h_img_00375.png,ꦗꦤ,jana,2
h_img_00292.png,ꦔꦕꦔ,ngacanga,3
h_img_00386.png,ꦏꦮꦚ,kawanya,3
h_img_00168.png,ꦏꦧꦝꦏ,kabadhaka,4
h_img_00121.png,ꦤꦤꦩꦔꦗ,nanamangaja,5
h_img_00179.png,ꦛꦢꦧꦫ,thadabara,4
h_img_00161.png,ꦭꦤꦫꦠꦗꦩ,lanaratajama,6
h_img_00271.png,ꦫꦢꦒꦮ,radagawa,4
h_img_00145.png,ꦧꦤꦔꦭꦤ,banangalana,5
h_img_00335.png,ꦏꦱꦒꦢ,kasagada,4
h_img_00043.png,ꦒꦮꦧ,gawaba,3
h_img_00065.png,ꦥꦝꦢꦛꦢ,padhadathada,5
h_img_00342.png,ꦩꦮꦥ,mawapa,3
h_img_00384.png,ꦕꦭꦛꦲꦩ,calathahama,5
h_img_00175.png,ꦱꦏꦱ,sakasa,3
h_img_00225.png,ꦝꦩ,dhama,2
