image,transcription,transliteration,length
h_img_00078.png,ꦮꦠꦩꦭꦏꦧ,watamalakaba,6
h_img_00149.png,ꦠꦢꦮꦗ,tadawaja,4
h_img_00171.png,ꦧꦲ,baha,2
h_img_00016.png,ꦧꦔꦏꦝꦠ,bangakadhata,5
h_img_00275.png,ꦢꦱ,dasa,2
h_img_00358.png,ꦫꦲ,raha,2
h_img_00351.png,ꦩꦥꦕꦠꦛ,mapacatatha,5
h_img_00142.png,ꦔꦲꦔꦢꦪꦭ,ngahangadayala,6
h_img_00316.png,ꦩꦥꦧꦗꦲꦥ,mapabajahapa,6
h_img_00298.png,ꦥꦚꦒꦲꦝꦪ,panyagahadhaya,6
h_img_00027.png,ꦛꦥꦢ,thapada,3
h_img_00199.png,ꦗꦮꦝꦛꦭ,jawadhathala,5
h_img_00253.png,ꦚꦚꦭ,nyanyala,3
h_img_00306.png,ꦔꦝꦫꦩꦧꦮ,ngadharamabawa,6
h_img_00213.png,ꦗꦮꦥ,jawapa,3
h_img_00172.png,ꦤꦭꦒꦭ,nalagala,4
h_img_00066.png,ꦔꦛꦚ,ngathanya,3
h_img_00250.png,ꦝꦚꦪ,dhanyaya,3
h_img_00129.png,ꦱꦕ,saca,2
h_img_00284.png,ꦩꦚꦝꦱꦩ,manyadhasama,5
h_img_00251.png,ꦥꦧꦕꦭꦛꦮ,pabacalathawa,6
h_img_00136.png,ꦤꦒꦒꦒꦱꦝ,nagagagasadha,6
h_img_00087.png,ꦭꦔꦤꦛꦫ,langanathara,5
h_img_00390.png,ꦭꦩꦏꦱꦲꦥ,lamakasahapa,6
h_img_00009.png,ꦏꦚꦲꦤ,kanyahana,4
h_img_00063.png,ꦲꦗꦚꦭꦠꦛ,hajanyalatatha,6
h_img_00245.png,ꦱꦏꦩ,sakama,3
h_img_00341.png,ꦪꦒꦩꦝꦩꦮ,yagamadhamawa,6
h_img_00164.png,ꦏꦭꦝꦥ,kaladhapa,4
h_img_00235.png,ꦚꦝꦗꦤꦛꦥ,nyadhajanathapa,6
h_img_00024.png,ꦪꦮꦥꦕꦕꦢ,yawapacacada,6
h_img_00380.png,ꦢꦛ,datha,2
h_img_00077.png,ꦩꦚꦮ,manyawa,3
h_img_00014.png,ꦧꦝꦲ,badhaha,3
h_img_00276.png,ꦱꦫ,sara,2
h_img_00249.png,ꦠꦕꦛꦕꦗꦕ,tacathacajaca,6
h_img_00348.png,ꦲꦔ,hanga,2
h_img_00309.png,ꦪꦫꦤꦤ,yaranana,4
h_img_00034.png,ꦗꦢꦧꦠꦩꦲ,jadabatamaha,6
h_img_00388.png,ꦪꦱꦮꦏꦛ,yasawakatha,5
h_img_00105.png,ꦔꦢ,ngada,2
h_img_00020.png,ꦔꦏꦏꦚꦱ,ngakakanyasa,5
h_img_00196.png,ꦤꦚꦗꦠ,nanyajata,4
h_img_00328.png,ꦕꦥꦭ,capala,3
h_img_00240.png,ꦱꦫꦩ,sarama,3
h_img_00195.png,ꦮꦮꦢꦕ,wawadaca,4
h_img_00176.png,ꦥꦪꦭꦛꦱꦔ,payalathasanga,6
h_img_00236.png,ꦫꦛꦥꦏꦭꦧ,rathapakalaba,6
h_img_00103.png,ꦱꦲꦫꦱꦏ,saharasaka,5
h_img_00378.png,ꦝꦛ,dhatha,2
