image,transcription,transliteration,length
h_img_00061.png,ꦠꦢꦫ,tadara,3
h_img_00349.png,ꦔꦠꦪꦒ,ngatayaga,4
h_img_00241.png,ꦛꦮꦮꦏꦔ,thawawakanga,5
h_img_00200.png,ꦪꦤ,yana,2
h_img_00210.png,ꦧꦥ,bapa,2
h_img_00332.png,ꦗꦛꦪꦔ,jathayanga,4
h_img_00134.png,ꦚꦛꦩ,nyathama,3
h_img_00124.png,ꦮꦮ,wawa,2
h_img_00094.png,ꦫꦫꦔ,raranga,3
h_img_00368.png,ꦧꦗꦔ,bajanga,3
h_img_00071.png,ꦢꦲꦱ,dahasa,3
h_img_00135.png,ꦮꦠꦤꦚ,watananya,4
h_img_00035.png,ꦕꦝꦏꦪ,cadhakaya,4
h_img_00382.png,ꦒꦫꦏꦲꦩ,garakahama,5
h_img_00110.png,ꦚꦕ,nyaca,2
h_img_00338.png,ꦪꦤꦭ,yanala,3
h_img_00313.png,ꦮꦚ,wanya,2
h_img_00023.png,ꦧꦔꦕꦕꦲ,bangacacaha,5
h_img_00268.png,ꦧꦔꦧꦮꦚꦔ,bangabawanyanga,6
h_img_00006.png,ꦧꦢꦏꦒꦛ,badakagatha,5
h_img_00324.png,ꦭꦏꦚꦠ,lakanyata,4
h_img_00108.png,ꦫꦏꦮꦢꦚ,rakawadanya,5
h_img_00220.png,ꦭꦥꦝꦕ,lapadhaca,4
h_img_00072.png,ꦢꦱꦚꦠꦔꦫ,dasanyatangara,6
h_img_00273.png,ꦝꦪꦠꦝꦕꦚ,dhayatadhacanya,6
h_img_00075.png,ꦢꦤꦪ,danaya,3
h_img_00153.png,ꦱꦭꦭ,salala,3
h_img_00396.png,ꦭꦥꦭ,lapala,3
h_img_00090.png,ꦠꦒꦤꦧꦢ,taganabada,5
h_img_00238.png,ꦤꦲꦝꦛꦲꦔ,nahadhathahanga,6
h_img_00107.png,ꦥꦛꦏꦥ,pathakapa,4
h_img_00387.png,ꦧꦝꦛꦪꦗ,badhathayaja,5
h_img_00069.png,ꦥꦛꦏ,pathaka,3
h_img_00242.png,ꦕꦏꦚ,cakanya,3
h_img_00128.png,ꦥꦛꦮꦏ,pathawaka,4
h_img_00184.png,ꦥꦲꦩꦲꦗꦩ,pahamahajama,6
h_img_00365.png,ꦱꦏꦤꦭꦥꦏ,sakanalapaka,6
h_img_00262.png,ꦥꦚꦝꦢ,panyadhada,4
h_img_00163.png,ꦛꦚ,thanya,2
h_img_00218.png,ꦤꦔ,nanga,2
h_img_00074.png,ꦗꦧꦢꦔꦕꦪ,jabadangacaya,6
h_img_00192.png,ꦛꦛꦥꦫ,thathapara,4
h_img_00089.png,ꦮꦚꦫꦩꦤ,wanyaramana,5
h_img_00026.png,ꦤꦤꦝꦪ,nanadhaya,4
h_img_00137.png,ꦒꦱꦔꦲꦗ,gasangahaja,5
h_img_00247.png,ꦢꦢꦧꦭꦗꦲ,dadabalajaha,6
h_img_00353.png,ꦔꦫꦲꦚꦩ,ngarahanyama,5
h_img_00167.png,ꦤꦫꦏꦕ,narakaca,4
h_img_00360.png,ꦒꦮꦚꦥꦥ,gawanyapapa,5
h_img_00101.png,ꦤꦕꦝꦩꦛꦫ,nacadhamathara,6
